Date,Open,High,Low,Close,Volume
2018-11-02,887.72,905.65,887.72,903.43,55629860.0
2018-11-05,903.43,904.83,894.88,904.83,33823220.0
2018-11-06,905.34,909.19,899.61,899.61,37075370.0
2018-11-07,899.61,903.15,892.79,899.25,45544000.0
2018-11-08,899.25,909.69,899.25,900.4,31118060.0
2018-11-09,900.4,900.4,885.65,885.65,38609740.0
2018-11-12,885.65,889.06,875.29,888.2,33821800.0
2018-11-13,888.2,888.2,873.87,873.87,39563470.0
2018-11-14,873.87,880.65,868.63,871.55,46154090.0
2018-11-15,871.55,874.87,859.86,864.98,42382820.0
2018-11-16,864.98,874.94,863.89,869.24,40658870.0
2018-11-19,869.24,879.98,869.24,878.72,12883850.0
2018-11-20,888.76,893.09,883.8,893.09,43543750.0
2018-11-21,893.09,897.1,880.83,897.1,38917250.0
2018-11-22,897.28,900.77,896.18,898.9,39224680.0
2018-11-23,898.9,899.37,889.78,890.62,37254570.0
2018-11-26,890.62,896.12,886.76,895.05,25039270.0
2018-11-27,895.07,903.78,893.96,895.3,32748380.0
2018-11-28,895.3,901.4,894.27,901.4,29503510.0
2018-11-29,901.4,910.48,897.58,897.58,40276100.0
2018-11-30,897.58,898.69,890.41,894.79,54625390.0
2018-12-03,894.79,921.72,894.79,921.72,63629050.0
2018-12-04,921.72,929.33,920.2,927.46,52507190.0
2018-12-05,927.39,928.9,915.9,925.68,61081880.0
2018-12-06,925.68,928.64,916.63,922.86,55213240.0
2018-12-07,922.86,933.29,922.86,929.59,51431880.0
2018-12-10,928.96,929.59,921.59,922.82,48776970.0
2018-12-11,922.82,925.43,915.68,922.34,43565480.0
2018-12-12,922.43,927.7,922.34,927.7,37560590.0
2018-12-13,928.21,935.33,927.7,928.9,46592070.0
2018-12-14,928.9,928.9,918.19,918.79,48405980.0
2018-12-17,918.79,918.79,901.33,901.41,47291390.0
2018-12-18,901.41,901.41,881.76,890.68,52306770.0
2018-12-19,890.68,891.69,877.63,882.79,52148460.0
2018-12-20,879.84,883.76,876.15,877.03,38045070.0
2018-12-21,870.42,877.02,866.09,873.09,45669710.0
2018-12-24,874.41,879.74,872.99,873.64,31104560.0
2018-12-25,858.41,873.56,850.33,865.69,51475970.0
2018-12-26,864.99,867.88,860.52,861.02,32704590.0
2018-12-27,861.02,872.73,861.02,865.45,35751060.0
2018-12-28,865.45,868.62,854.99,854.99,38254570.0
2019-01-02,854.99,864.64,852.79,855.66,34100240.0
2019-01-03,855.66,856.21,834.81,838.79,50053420.0
2019-01-04,838.79,842.05,821.83,840.17,37439840.0
2019-01-07,840.17,858.69,840.17,851.41,30671600.0
2019-01-08,851.41,852.92,841.86,845.43,27923540.0
2019-01-09,845.43,856.87,845.25,855.51,37200330.0
2019-01-10,855.51,859.93,852.96,857.95,32827000.0
2019-01-11,857.95,862.88,857.67,860.3,34662900.0
2019-01-14,860.4,860.4,854.71,859.42,32413030.0
2019-01-15,859.42,865.26,856.04,865.1,33588140.0
2019-01-16,865.1,868.41,861.18,864.29,33032340.0
2019-01-17,864.29,864.29,853.34,853.34,31743610.0
2019-01-18,853.34,859.95,853.34,854.79,28302650.0
2019-01-21,854.79,865.59,854.79,864.1,46174530.0
2019-01-22,864.45,865.92,859.09,859.17,36096510.0
2019-01-23,859.26,864.83,856.77,861.73,35615120.0
2019-01-24,861.63,866.49,861.04,865.52,35100380.0
2019-01-25,865.44,869.53,865.44,867.7,34851070.0
2019-01-28,867.6,871.56,865.9,868.76,24718870.0
2019-01-29,868.81,872.03,863.22,872.03,30044560.0
2019-01-30,872.01,872.01,867.92,869.16,33258320.0
2019-01-31,869.38,874.09,863.85,866.06,46946380.0
2019-02-01,866.01,868.15,859.38,859.81,41898560.0
2019-02-11,862.2,878.67,862.2,878.67,39935410.0
2019-02-12,878.69,890.16,878.68,888.33,62154530.0
2019-02-13,887.6,897.42,887.6,897.42,65644140.0
2019-02-14,897.88,904.11,897.3,900.12,50274750.0
2019-02-15,900.14,903.11,895.13,897.74,50970670.0
2019-02-18,899.75,904.93,899.74,904.93,51220040.0
2019-02-19,905.09,915.31,905.09,907.82,78092810.0
2019-02-20,907.31,913.51,906.64,911.8,53104240.0
2019-02-21,912.83,926.09,911.38,926.09,63245360.0
2019-02-22,926.3,934.65,920.78,929.5,74937950.0
2019-02-25,929.57,944.01,929.5,939.47,68474130.0
2019-02-26,939.56,941.45,922.93,929.51,58439700.0
2019-02-27,929.78,935.76,928.59,930.54,54958520.0
2019-02-28,930.37,930.81,904.98,904.98,71562220.0
2019-03-01,904.96,915.99,904.96,915.32,39636310.0
2019-03-04,915.39,929.28,915.39,928.42,51481790.0
2019-03-05,928.25,931.23,922.05,923.66,56228360.0
2019-03-06,923.71,926.32,916.89,923.58,36434210.0
2019-03-07,923.77,930.79,922.29,922.29,51391120.0
2019-03-08,922.16,922.16,913.39,914.74,41836570.0
2019-03-11,915.0,918.73,911.88,916.24,32014260.0
2019-03-12,919.21,929.86,919.21,929.86,179328720.0
2019-03-13,929.93,939.17,929.93,935.41,72240930.0
2019-03-14,935.72,937.82,931.33,934.42,51531570.0
2019-03-15,934.87,934.87,924.45,927.06,72931340.0
2019-03-18,927.16,935.16,926.85,932.75,61794930.0
2019-03-19,933.56,935.67,924.91,927.56,56478250.0
2019-03-20,927.54,927.54,914.77,924.12,59408870.0
2019-03-21,924.22,928.32,907.87,907.87,53919570.0
2019-03-22,907.94,914.69,906.64,912.27,46663850.0
2019-03-25,912.1,912.1,889.17,893.4,53507330.0
2019-03-26,893.78,901.81,892.47,894.58,38004810.0
2019-03-27,895.71,903.35,895.71,901.76,32702110.0
2019-03-28,901.51,903.88,898.17,901.65,31095800.0
2019-03-29,901.64,906.84,900.13,900.13,45013980.0
2019-04-01,900.17,905.94,900.17,905.87,40144870.0
2019-04-02,907.18,912.94,902.43,903.59,35223770.0
2019-04-03,902.71,903.05,897.47,901.5,34513830.0
2019-04-04,902.07,906.29,900.97,904.33,32078960.0
2019-04-05,904.61,905.76,902.77,904.69,30171520.0
2019-04-08,904.92,907.2,900.97,906.55,33275430.0
2019-04-09,906.46,908.94,898.8,900.07,42510820.0
2019-04-10,899.91,899.91,887.75,893.19,34637240.0
2019-04-11,893.6,896.68,892.62,896.04,24748350.0
2019-04-12,895.95,895.95,891.71,893.1,27813000.0
2019-04-16,890.81,890.81,877.38,887.76,36537920.0
2019-04-17,886.65,891.78,885.64,885.66,34638940.0
2019-04-18,884.29,887.48,876.2,877.02,39355710.0
2019-04-19,877.07,884.77,877.07,880.52,26150620.0
2019-04-22,880.9,880.9,873.55,878.23,34285820.0
2019-04-23,878.38,881.67,875.05,878.29,37895280.0
2019-04-24,877.97,889.02,877.97,888.65,35004620.0
2019-04-25,888.57,888.91,883.72,885.65,29184040.0
2019-04-26,885.47,890.69,882.58,890.55,34567810.0
2019-05-02,890.6,893.89,889.61,893.87,36439930.0
2019-05-03,893.8,895.7,889.2,895.42,47857200.0
2019-05-06,893.83,893.83,875.71,878.8,41223290.0
2019-05-07,880.06,885.23,876.18,877.02,36430910.0
2019-05-08,872.22,874.89,867.18,872.78,38545850.0
2019-05-09,872.71,875.89,868.73,871.5,39316830.0
2019-05-10,871.28,877.59,871.28,876.45,34857290.0
2019-05-13,876.16,879.64,874.68,879.64,37914590.0
2019-05-14,879.14,882.67,871.96,882.67,39065320.0
2019-05-15,882.99,893.68,882.99,893.22,46181060.0
2019-05-16,893.7,896.34,891.93,891.93,39252920.0
2019-05-17,892.93,893.44,888.56,890.53,40028260.0
2019-05-20,890.16,901.06,888.12,901.06,42542890.0
2019-05-21,901.79,907.64,900.97,901.36,43008810.0
2019-05-22,901.49,906.99,897.27,897.66,43386130.0
2019-05-23,897.5,899.02,892.08,895.07,30514000.0
2019-05-24,894.22,898.24,884.48,884.48,44872700.0
2019-05-27,884.29,889.45,883.95,889.2,29654840.0
2019-05-28,888.8,891.61,883.53,885.27,29654840.0
2019-05-29,886.12,886.98,882.0,883.52,33829930.0
2019-05-30,883.51,888.68,879.58,883.37,29873700.0
2019-05-31,883.39,884.75,875.77,876.29,34297640.0
2019-06-03,875.64,875.64,858.64,864.08,51473370.0
2019-06-04,864.27,868.67,857.94,864.35,32528920.0
2019-06-05,866.79,871.91,863.69,863.69,27109050.0
2019-06-06,863.81,865.16,851.47,861.31,38238280.0
2019-06-07,860.64,869.56,860.64,869.56,33454350.0
2019-06-10,869.68,877.45,866.79,872.49,44465190.0
2019-06-11,872.53,874.32,870.0,870.91,29455250.0
2019-06-12,870.48,871.64,865.42,865.42,32449060.0
2019-06-13,865.29,865.29,857.72,859.68,32318410.0
2019-06-14,859.53,864.29,859.08,861.65,34401390.0
2019-06-17,861.37,862.36,851.14,852.99,40074050.0
2019-06-18,852.62,853.95,845.4,848.17,42999880.0
2019-06-19,850.34,854.81,850.34,854.34,39852300.0
2019-06-20,854.9,867.91,853.96,864.59,53355700.0
2019-06-21,864.44,870.35,864.44,866.53,72303640.0
2019-06-24,866.63,873.33,866.63,868.94,40701190.0
2019-06-25,867.73,870.7,866.25,868.5,38482520.0
2019-06-26,868.16,870.52,865.67,866.81,41570560.0
2019-06-27,866.84,867.08,854.41,854.41,44966190.0
2019-06-28,854.49,864.24,847.77,864.24,43760910.0
2019-07-01,864.26,876.39,864.26,876.26,49225200.0
2019-07-02,876.27,877.08,870.71,872.92,38741880.0
2019-07-03,872.77,872.77,865.59,869.58,42594210.0
2019-07-04,870.03,879.72,870.03,879.72,49311640.0
2019-07-05,879.49,882.19,876.28,880.23,41267320.0
2019-07-08,878.96,878.96,867.35,870.92,44396550.0
2019-07-09,871.19,872.52,86.32,872.21,41064380.0
2019-07-10,872.2,878.32,872.2,876.12,41858640.0
2019-07-11,877.86,880.88,876.69,879.1,39213260.0
2019-07-12,880.06,883.15,874.56,874.99,46827980.0
2019-07-15,875.28,876.82,870.84,873.71,42053110.0
2019-07-16,873.74,880.91,873.74,880.91,48665170.0
2019-07-17,880.69,882.85,877.59,879.75,59853640.0
2019-07-18,879.66,879.66,870.81,870.81,44968100.0
2019-07-19,870.97,881.16,870.97,880.79,63926250.0
2019-07-22,880.49,885.42,878.39,879.62,48837900.0
2019-07-23,879.42,889.04,878.22,888.26,48223670.0
2019-07-24,888.63,892.81,885.66,887.39,46413440.0
2019-07-25,887.43,892.31,885.19,890.41,54563440.0
2019-07-26,890.44,891.9,886.09,887.84,45307890.0
2019-07-29,887.96,889.97,880.92,888.54,44918580.0
2019-07-30,888.7,892.38,877.92,877.92,44932360.0
2019-07-31,877.8,885.86,874.39,883.19,43400530.0
2019-08-01,884.29,887.39,881.52,887.39,41754860.0
2019-08-02,887.06,887.06,877.76,885.29,54739360.0
2019-08-05,883.34,884.09,872.39,872.39,53465930.0
2019-08-06,870.82,870.82,858.02,866.13,52907240.0
2019-08-07,866.76,872.05,863.57,868.27,40017410.0
2019-08-08,868.2,877.32,866.69,875.81,58877170.0
2019-08-09,876.5,880.29,874.51,878.62,46667200.0
2019-08-12,878.56,883.41,877.33,882.23,44745840.0
2019-08-13,882.2,882.2,875.32,877.97,59070490.0
2019-08-14,880.04,886.8,880.04,880.51,44297320.0
2019-08-15,874.42,890.78,867.95,890.78,50395380.0
2019-08-16,890.39,900.31,886.87,892.44,70252830.0
2019-08-19,892.32,897.03,889.34,891.78,39311010.0
2019-08-20,891.73,894.86,890.96,894.45,41244380.0
2019-08-21,894.56,901.25,892.05,900.54,56164360.0
2019-08-22,901.28,904.41,899.58,901.29,46933460.0
2019-08-23,901.53,902.5,896.87,900.53,49584900.0
2019-08-26,899.1,899.1,887.05,892.48,65313090.0
2019-08-27,893.72,899.29,886.91,886.91,59291850.0
2019-08-28,886.82,890.58,885.23,886.08,41622640.0
2019-08-29,886.04,889.13,882.14,889.13,42613720.0
2019-08-30,888.94,893.57,888.83,892.51,40839960.0
2019-09-03,892.83,894.11,886.02,888.97,45768490.0
2019-09-04,888.95,890.31,883.91,887.12,41234740.0
2019-09-05,887.12,891.43,886.1,886.1,42074670.0
2019-09-06,886.1,889.49,884.9,885.95,40543850.0
2019-09-09,885.95,887.01,883.43,885.61,37164220.0
2019-09-10,885.61,888.57,881.04,883.04,46274080.0
2019-09-11,883.04,886.12,881.34,885.52,34851830.0
2019-09-12,885.52,894.32,885.52,894.32,48192160.0
2019-09-13,894.32,905.31,893.8,905.05,67622020.0
2019-09-16,905.0,909.7,902.82,908.6,52499530.0
2019-09-17,908.51,912.89,904.36,912.38,49773900.0
2019-09-18,912.42,915.09,911.08,913.48,64916030.0
2019-09-19,913.4,918.88,909.88,918.88,57544160.0
2019-09-23,915.16,918.42,909.98,909.98,63685170.0
2019-09-24,910.0,914.02,908.03,910.76,50415610.0
2019-09-25,910.37,913.33,906.6,912.42,51189520.0
2019-09-26,912.71,918.1,911.57,918.1,61815870.0
2019-09-27,918.1,925.58,917.72,924.83,64121740.0
2019-09-30,925.79,930.8,922.62,922.89,63284690.0
2019-10-01,922.87,926.31,921.69,926.31,59813890.0
2019-10-02,926.31,927.43,917.68,919.73,69144140.0
2019-10-03,919.73,921.7,911.6,921.7,63663830.0
2019-10-04,921.7,924.36,915.16,915.16,62008430.0
2019-10-07,915.16,917.36,907.5,907.5,60836700.0
2019-10-08,907.5,915.34,906.88,915.27,65243600.0
2019-10-10,914.54,917.08,912.2,913.05,54842380.0
2019-10-14,916.81,924.69,916.68,921.91,81662930.0
2019-10-15,921.91,924.79,920.63,923.27,55003840.0
2019-10-17,924.64,924.79,919.1,919.1,65013550.0
2019-10-18,919.1,922.62,916.87,919.13,57605110.0
2019-10-21,919.13,919.13,913.94,914.0,63505800.0
2019-10-22,914.0,917.61,912.7,916.81,59083710.0
2019-10-23,916.81,919.61,915.87,919.61,55202580.0
2019-10-24,919.61,925.25,919.17,925.25,59252900.0
2019-10-29,925.97,928.38,923.97,923.97,59000930.0
2019-10-30,923.97,928.85,922.67,925.07,56666560.0
2019-10-31,925.07,928.88,922.06,922.68,63154480.0
2019-11-01,922.68,934.21,922.46,933.55,76837110.0
2019-11-04,933.55,941.46,932.31,940.25,87334540.0
2019-11-05,940.25,944.62,938.73,942.34,71492500.0
2019-11-06,942.4,945.43,940.76,942.38,75016380.0
2019-11-07,942.56,945.26,940.23,944.25,76226210.0
2019-11-08,944.25,948.37,942.19,944.7,74207740.0
2019-11-11,944.7,946.55,938.78,939.72,80097000.0
2019-11-12,939.72,942.55,937.95,939.82,66245180.0
2019-11-13,939.97,941.13,930.84,932.6,76758480.0
2019-11-14,932.45,935.72,927.14,928.44,78620440.0
2019-11-15,928.44,930.84,922.59,927.36,66130230.0
2019-11-18,927.36,929.18,920.52,920.95,69835800.0
2019-11-19,920.95,926.07,919.95,926.07,63691480.0
2019-11-21,917.0,917.06,898.23,898.23,83040690.0
2019-11-22,898.93,906.93,885.83,892.31,82099050.0
2019-11-25,892.31,896.43,886.81,894.8,63815430.0
2019-11-26,895.36,900.72,894.8,897.5,68546970.0
2019-11-27,898.58,901.1,894.8,895.06,126974220.0
2019-11-28,895.06,895.42,883.16,885.7,69367550.0
2019-11-29,885.9,888.41,882.68,887.47,60328840.0
2019-12-02,887.19,889.47,875.1,875.1,76462740.0
2019-12-03,874.9,877.96,865.74,868.68,77467050.0
2019-12-04,868.79,883.56,865.31,883.56,74534040.0
2019-12-05,883.33,886.36,878.39,879.32,61676770.0
2019-12-06,878.28,882.59,875.99,880.43,60752790.0
2019-12-09,880.39,882.58,876.01,879.94,64151210.0
2019-12-10,879.95,880.22,870.25,873.16,72499410.0
2019-12-11,873.38,878.27,869.15,878.27,66716030.0
2019-12-12,878.95,885.73,878.27,884.8,57447090.0
2019-12-13,884.98,888.53,880.55,880.55,65816420.0
2019-12-16,880.55,880.55,874.06,876.65,67010160.0
2019-12-17,876.5,877.63,867.13,867.44,72408090.0
2019-12-18,867.44,867.69,861.05,863.16,69570980.0
2019-12-19,863.16,867.25,858.76,862.23,68010500.0
2019-12-20,862.23,869.52,862.23,868.37,69391620.0
2019-12-23,868.37,872.75,867.92,868.2,72189520.0
2019-12-24,868.2,869.9,864.86,869.88,57924660.0
2019-12-25,869.88,874.93,869.22,873.18,53692380.0
2019-12-26,873.18,874.87,869.57,872.07,40379950.0
2019-12-27,872.07,876.38,867.95,876.38,26809950.0
2019-12-30,876.38,881.27,876.13,880.29,33522140.0
2019-12-31,880.29,881.98,876.66,879.06,44433790.0
2020-01-02,879.02,886.88,876.87,886.88,50389450.0
2020-01-03,886.88,890.38,883.18,883.28,43220590.0
2020-01-08,876.7,876.7,861.51,865.18,53101180.0
2020-01-09,867.27,878.43,867.27,877.76,45705720.0
2020-01-10,877.76,888.09,877.7,885.52,72856040.0
2020-01-13,885.52,885.52,881.35,881.79,32553390.0
2020-01-14,881.79,886.83,880.58,884.77,50679260.0
2020-01-15,884.77,886.33,882.79,885.36,35671150.0
2020-01-16,885.36,892.2,883.83,891.96,63476010.0
2020-01-17,891.96,897.63,891.36,894.84,48879990.0
2020-01-20,894.84,897.4,891.75,897.4,39722470.0
2020-01-21,897.4,907.51,897.4,906.52,57331520.0
2020-01-22,906.17,909.41,903.27,909.09,51710960.0
2020-01-30,909.09,909.09,870.53,875.82,80136320.0
2020-01-31,875.82,876.59,848.63,848.63,83267610.0
2020-02-03,848.63,848.63,803.73,842.67,91769740.0
2020-02-04,842.67,849.8,833.93,845.52,73132220.0
2020-02-05,845.52,854.72,840.41,845.31,63586260.0
2020-02-06,845.38,862.86,842.68,862.86,97615310.0
2020-02-07,862.86,865.91,858.02,863.49,72831920.0
2020-02-10,863.49,863.49,848.21,852.87,46861970.0
2020-02-11,852.87,859.38,852.87,856.39,70070560.0
2020-02-12,856.39,870.1,856.39,863.23,80775330.0
2020-02-13,862.72,864.79,858.46,864.16,58430270.0
2020-02-14,865.03,868.84,863.14,865.86,74645390.0
2020-02-17,865.86,867.45,862.75,866.27,58437180.0
2020-02-18,866.27,866.61,858.61,861.71,60234370.0
2020-02-20,863.84,872.86,863.84,871.4,59013520.0
2020-02-21,871.4,877.52,868.59,868.89,66759070.0
2020-02-24,867.56,867.56,837.4,837.4,95170340.0
2020-02-25,836.54,849.58,827.81,849.58,69289070.0
2020-02-26,849.56,849.56,837.52,841.68,54642970.0
2020-02-27,841.19,849.18,836.56,848.34,55423910.0
2020-02-28,848.34,848.34,823.09,831.97,69885780.0
2020-03-02,831.97,837.99,827.23,835.42,69305330.0
2020-03-03,835.42,846.21,835.14,837.99,64175180.0
2020-03-04,837.99,839.26,831.2,837.99,52991210.0
2020-03-05,837.99,846.58,836.32,839.12,67022900.0
2020-03-06,839.12,839.12,827.12,835.97,53908060.0
2020-03-09,835.97,835.97,781.12,782.85,107131850.0
2020-03-10,780.66,794.88,762.34,789.51,197194730.0
2020-03-11,789.75,795.98,746.83,758.16,99250550.0
2020-03-12,758.16,758.16,710.33,719.21,113236020.0
2020-03-13,719.21,722.3,674.36,716.65,113472590.0
2020-03-16,716.52,716.52,688.8,698.18,74029820.0
2020-03-17,698.18,702.36,673.21,699.73,80439940.0
2020-03-18,699.73,705.3,695.42,700.65,77434820.0
2020-03-19,699.35,699.35,669.04,679.55,73193700.0
2020-03-20,679.55,683.55,668.9,673.7,81174090.0
2020-03-23,673.7,673.7,628.46,632.86,81061380.0
2020-03-24,632.86,633.97,619.07,625.43,85901840.0
2020-03-25,625.43,652.31,625.43,652.31,86267230.0
2020-03-26,652.31,655.06,639.02,646.7,74094650.0
2020-03-27,646.7,649.17,633.41,642.23,102644660.0
2020-03-30,641.92,642.23,605.0,613.02,81044380.0
2020-03-31,613.33,629.08,598.6,610.76,77472420.0
2020-04-01,610.76,631.6,606.03,628.79,73251500.0
2020-04-03,628.79,649.15,628.79,649.15,84127900.0
2020-04-06,649.15,682.65,649.15,682.65,127163130.0
2020-04-07,682.65,695.45,677.03,693.61,117080630.0
2020-04-08,693.66,693.66,675.26,691.17,76666570.0
2020-04-09,691.28,704.18,691.28,697.85,111266900.0
2020-04-10,697.85,701.77,687.18,695.74,146864700.0
2020-04-13,695.74,714.58,695.74,706.37,82299370.0
2020-04-14,706.37,713.81,699.03,713.81,94916160.0
2020-04-15,713.81,726.2,713.81,722.8,91992100.0
2020-04-16,721.73,726.71,714.52,726.57,72703140.0
2020-04-17,726.57,736.17,726.57,734.98,100568910.0
2020-04-20,736.1,742.27,729.52,736.31,99010230.0
2020-04-21,731.79,736.31,702.61,706.65,128951820.0
2020-04-22,706.54,718.62,692.03,714.42,86106800.0
2020-04-23,715.62,729.99,715.62,717.49,63426140.0
2020-04-24,717.49,725.52,711.14,725.05,64551610.0
2020-04-27,730.77,735.28,719.66,719.66,81802970.0
2020-04-28,719.45,721.73,711.84,715.74,64778960.0
2020-04-29,715.47,719.18,713.62,715.33,69755970.0
2020-05-04,714.9,716.05,706.47,709.35,65868010.0
2020-05-05,710.22,714.59,707.49,711.01,48703130.0
2020-05-06,711.34,725.94,709.77,725.94,77213190.0
2020-05-07,726.17,739.98,726.17,739.98,82601000.0
2020-05-08,740.14,773.22,740.14,760.15,146260040.0
2020-05-11,760.15,777.13,760.15,777.13,107514590.0
2020-05-12,777.35,783.77,766.7,782.45,104564430.0
2020-05-13,781.85,788.06,760.2,783.69,122448880.0
2020-05-14,783.69,785.1,773.62,780.73,86237430.0
2020-05-15,780.73,785.26,771.25,773.95,80443320.0
2020-05-18,774.07,787.27,770.61,787.27,81990780.0
2020-05-19,787.53,808.17,787.53,799.31,119339160.0
2020-05-20,799.28,803.35,793.75,803.32,97443060.0
2020-05-21,803.57,815.55,802.49,815.55,134973200.0
2020-05-22,815.51,815.51,802.82,803.14,95158480.0
2020-05-25,803.35,809.12,799.23,807.25,81739940.0
2020-05-26,807.55,815.96,807.55,815.01,101929820.0
2020-05-27,816.04,821.36,801.36,801.36,119115010.0
2020-05-28,801.36,810.43,800.16,804.06,91471520.0
2020-05-29,804.0,808.83,801.46,806.23,76808710.0
2020-06-01,806.23,821.47,806.23,821.47,176781350.0
2020-06-02,821.89,827.11,818.12,818.7,147384620.0
2020-06-03,819.02,824.54,818.33,824.29,89255290.0
2020-06-04,824.29,831.49,823.51,823.77,135464800.0
2020-06-05,823.77,826.47,818.33,826.47,147686540.0
2020-06-08,826.79,845.63,826.79,838.52,155914950.0
2020-06-09,838.52,843.58,836.13,837.02,152484730.0
2020-06-10,836.8,842.21,827.6,839.11,164035740.0
2020-06-11,839.69,842.76,806.64,806.87,191851870.0
2020-06-12,803.11,807.76,782.7,807.76,183055290.0
2020-06-15,808.58,813.59,778.71,778.71,141902860.0
2020-06-16,779.8,801.42,778.71,798.82,84854820.0
2020-06-17,798.82,802.06,793.2,796.43,76200410.0
2020-06-18,796.43,800.03,788.72,797.08,58891460.0
2020-06-19,797.21,808.28,797.03,808.28,81044560.0
2020-06-22,808.28,812.99,805.24,809.97,68483440.0
2020-06-23,809.53,812.24,803.96,807.61,95807000.0
2020-06-24,807.61,813.47,799.35,801.62,74689590.0
2020-06-25,801.29,801.29,791.38,796.51,149238780.0
2020-06-26,796.7,803.88,793.08,795.53,53642210.0
2020-06-29,795.06,795.53,768.99,774.81,97111120.0
2020-06-30,775.45,784.44,765.62,770.53,74258230.0
2020-07-01,770.23,787.38,770.02,786.82,56962280.0
2020-07-02,787.13,788.88,781.45,785.59,54056700.0
2020-07-03,785.81,790.3,785.81,789.87,97359710.0
2020-07-06,789.87,803.76,789.87,803.46,74204520.0
2020-07-07,803.61,812.48,803.61,805.68,87361600.0
2020-07-08,805.67,807.09,801.57,805.06,52132960.0
2020-07-09,805.12,819.45,805.12,817.08,81034330.0
2020-07-10,817.08,817.67,806.67,809.02,71215730.0
2020-07-13,809.03,814.35,802.5,806.17,65612220.0
2020-07-14,805.21,805.92,798.21,805.37,60124200.0
2020-07-15,805.37,815.09,805.37,810.16,53466480.0
2020-07-16,811.24,819.83,809.41,819.83,64520530.0
2020-07-17,819.27,819.27,812.61,814.16,65439170.0
2020-07-20,814.16,814.16,803.36,803.36,69313020.0
2020-07-21,803.55,806.34,799.98,804.7,62634380.0
2020-07-22,804.26,806.93,797.82,797.85,65223560.0
2020-07-23,797.94,800.29,794.59,800.29,138841140.0
2020-07-24,798.89,798.89,760.56,772.29,142231570.0
2020-07-27,767.3,767.3,726.02,729.93,127324950.0
2020-07-28,730.55,757.5,730.55,756.17,106762410.0
2020-07-29,755.14,755.14,722.85,735.16,95374560.0
2020-07-30,735.3,746.74,735.3,746.02,51151920.0
2020-07-31,745.33,747.56,731.14,740.73,58079130.0
2020-08-03,740.33,758.3,738.64,757.86,75712850.0
2020-08-04,759.19,768.46,759.19,768.22,62080110.0
2020-08-05,767.54,782.09,761.26,780.71,84975870.0
2020-08-06,780.69,787.27,776.04,781.6,64066590.0
2020-08-07,781.61,785.99,778.45,782.15,68194780.0
2020-08-10,782.15,791.67,782.15,784.3,79376100.0
2020-08-11,784.74,788.92,781.04,784.57,60223460.0
2020-08-12,784.58,790.01,784.23,788.42,71949730.0
2020-08-13,789.26,795.69,789.26,795.09,62104890.0
2020-08-14,795.09,801.61,789.12,791.98,85640670.0
2020-08-17,791.98,793.61,782.52,791.54,57165820.0
2020-08-18,791.6,792.13,784.93,786.95,41657400.0
2020-08-19,787.23,791.85,786.01,789.41,51465360.0
2020-08-20,789.49,793.35,783.57,786.11,65866250.0
2020-08-21,786.11,795.05,786.11,793.6,78118940.0
2020-08-24,793.46,810.17,793.46,809.69,102484240.0
